window_s,sigma_mult,max_hold_s,n,win_rate,mean_r,median_r,total_r,max_r,min_r,mean_mfe_r,mean_cost_r,median_hold_s,stop_rate,p_ge_1r,p_ge_2r,p_ge_3r,p_ge_5r,p_ge_10r,profit_factor,stratum
5,4.0,86400,718,0.08495821727019498,-0.6691807373971516,-2.178749188129939,-480.47176945115484,110.10079936088975,-6.754607881309341,22.203692581357267,1.3191653447195106,1689.0,0.903899721448468,0.06963788300835655,0.06545961002785515,0.06267409470752089,0.05988857938718663,0.0584958217270195,0.6905086351296501,align:unknown
5,6.0,900,223,0.1210762331838565,-1.5450309661621389,-1.6259298785754874,-344.54190545415696,3.800169894879071,-7.595225036398501,1.4942559652842347,1.5209991987882348,900.0,0.4260089686098655,0.07623318385650224,0.03587443946188341,0.008968609865470852,0.0,0.0,0.09880760037979408,align:unknown
5,6.0,3600,223,0.17937219730941703,-1.5286735357876302,-2.1616937475984463,-340.89419848064153,8.760359226979858,-7.595225036398501,2.5464073225048747,1.5209991987882348,1444.0,0.6322869955156951,0.11210762331838565,0.07174887892376682,0.04035874439461883,0.017937219730941704,0.0,0.19514038433715764,align:unknown
5,6.0,14400,223,0.17040358744394618,-1.337414478238057,-2.2045359375565026,-298.2434286470867,30.241403084583336,-7.595225036398501,4.816864664524295,1.5209991987882348,1444.0,0.7802690582959642,0.13452914798206278,0.11210762331838565,0.1031390134529148,0.05829596412556054,0.004484304932735426,0.3510094466450914,align:unknown
5,6.0,86400,223,0.09865470852017937,-0.5684598827676223,-2.275973432981173,-126.76655385717977,110.10079936088975,-7.595225036398501,24.710533728585773,1.5209991987882348,1444.0,0.8923766816143498,0.08071748878923767,0.08071748878923767,0.08071748878923767,0.07623318385650224,0.07174887892376682,0.7560412077016263,align:unknown
10,4.0,900,408,0.17892156862745098,-1.1445169134785524,-1.4056443955400806,-466.9629006992494,10.420357648429837,-5.597025823336596,1.7083555910713568,1.3239056581047854,900.0,0.39215686274509803,0.1053921568627451,0.051470588235294115,0.0196078431372549,0.004901960784313725,0.0024509803921568627,0.19688240784315872,align:unknown
10,4.0,3600,408,0.23039215686274508,-1.0420526038634448,-2.1058716351239544,-425.1574623762855,19.016861807390157,-5.597025823336596,3.0883036884735837,1.3239056581047854,1747.0,0.6078431372549019,0.14215686274509803,0.10294117647058823,0.07107843137254902,0.03431372549019608,0.004901960784313725,0.3597843157345554,align:unknown
10,4.0,14400,408,0.17401960784313725,-0.9952760833139319,-2.1435226320830196,-406.07264199208424,30.241403084583336,-5.597025823336596,5.2568080575352125,1.3239056581047854,1747.0,0.7647058823529411,0.14215686274509803,0.12990196078431374,0.11029411764705882,0.07107843137254902,0.012254901960784314,0.4672404589592137,align:unknown
10,4.0,86400,408,0.09803921568627451,-0.2502839583362318,-2.1734534009995423,-102.11585500118257,110.10079936088975,-5.597025823336596,23.62776054414308,1.3239056581047854,1747.0,0.8897058823529411,0.08333333333333333,0.08088235294117647,0.08088235294117647,0.07598039215686274,0.07352941176470588,0.882552130660243,align:unknown
10,6.0,900,105,0.14285714285714285,-1.4273875986591913,-1.4914885777450537,-149.87569785921508,3.769886024355641,-5.597025823336596,1.7660451154102237,1.461154685410132,900.0,0.3619047619047619,0.0761904761904762,0.02857142857142857,0.009523809523809525,0.0,0.0,0.11526441281967635,align:unknown
